Category,Elasticity,R_Squared,Avg_Sentiment
Electronics|Cameras&Photography|Accessories|Tripods&Monopods|Tabletop&TravelTripods,1.0306373181501003,1.0,0.9883500000000001
OfficeProducts|OfficeElectronics|Calculators|Scientific,-0.8240997273687922,1.0,0.8936999999999999
Computers&Accessories|NetworkingDevices|Repeaters&Extenders,-3.0079417204592787,0.11494294246079695,0.9908666666666667
Electronics|Cameras&Photography|Accessories|Tripods&Monopods|TripodLegs,8.69047008514192,1.0,0.9912
"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkCartridges",-0.5384875714076625,0.27700739228282567,0.9060999999999999
"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|DustCovers",-0.9103285720298598,1.0,0.94735
Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|GamingMice,0.013051336095926569,0.0001242854967656859,0.9786833333333335
Home&Kitchen|CraftMaterials|PaintingMaterials|Paints,-0.7515197207819176,0.5265758728806771,0.9210333333333334
"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",0.49682238396043354,0.10232003148970925,0.94585
Computers&Accessories|Accessories&Peripherals|HardDiskBags,-1.9470284848318213,0.442146012733432,0.9261666666666667
Electronics|Cameras&Photography|Flashes|Macro&RinglightFlashes,1.4168722464418968,,0.9754
Computers&Accessories|NetworkingDevices,1.3215389150961157,,0.9973
Computers&Accessories|NetworkingDevices|Routers,-0.4087359483038593,0.023597021158684672,0.8916555555555556
"Electronics|Headphones,Earbuds&Accessories|Headphones|Over-Ear",1.414449058700188,1.0,0.9973
Electronics|HomeAudio|Speakers|BluetoothSpeakers,0.3394106496254381,0.010268522786539447,0.9627666666666667
Electronics|GeneralPurposeBatteries&BatteryChargers,1.5149517915401465,0.5853807012795811,0.81795
"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks",-1.1218315557518626,0.27456218757273,0.971675
Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,0.06081501943314658,0.0020981386707165095,0.5587
Computers&Accessories|NetworkingDevices|NetworkAdapters|BluetoothAdapters,1.7923977467495078,-inf,0.9983
Computers&Accessories|Accessories&Peripherals|Adapters|USBtoUSBAdapters,1.5533576334501615,1.0,0.54755
Electronics|Cameras&Photography|Accessories|Tripods&Monopods|CompleteTripodUnits,1.3103361869519237,,0.9962
"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|Notepads&MemoBooks",0.29087580057625584,1.0,0.76475
Electronics|Cameras&Photography|Accessories|Film,1.3461862496552668,,0.2687
Computers&Accessories|Monitors,0.5596831159021899,1.0,0.98485
Computers&Accessories|Accessories&Peripherals|USBGadgets|Lamps,-0.9007312611197927,0.24559290147904567,0.58252
Electronics|Cameras&Photography|Accessories|Cleaners|CleaningKits,1.7724320743427078,,0.9441
Electronics|Cameras&Photography|SecurityCameras|DomeCameras,3.30998866534585,0.37334350400888205,0.9809399999999998
Computers&Accessories|Accessories&Peripherals|TabletAccessories|ScreenProtectors,1.9215403130315858,0.5027361129907454,0.5233
Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|Gamepads,-0.1421778813290543,0.016934147320670223,0.9141666666666667
OfficeProducts|OfficeElectronics|Calculators|Basic,1.4885846780825533,,0.7958
Computers&Accessories|Accessories&Peripherals|USBHubs,-1.0196059655869634,0.8036034477410102,0.5605
Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCMicrophones,1.0722297969671493,1.0,0.9232
Electronics|HomeAudio|Speakers|OutdoorSpeakers,4.361529039896457,0.34184820328535626,0.9548000000000001
Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,1.2982013203274843,0.10976232826788912,0.9411833333333334
Computers&Accessories|ExternalDevices&DataStorage|ExternalMemoryCardReaders,1.419838312773163,,0.9708
"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|BottledInk",0.10484237006925416,1.0,0.96795
"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|CompositionNotebooks",-0.16643680980796943,0.013926603559445194,0.6747142857142857
"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|RetractableBallpointPens",0.8545400788453433,1.0,0.9855
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|EthernetCables,-0.19227502605694974,1.0,0.92445
Computers&Accessories|Components|Memory,1.3580518888431263,,0.994
Computers&Accessories|Accessories&Peripherals|UninterruptedPowerSupplies,1.193215853197042,-inf,0.9788
"Electronics|Headphones,Earbuds&Accessories|Cases",2.012489644797059,,0.9962
Electronics|Accessories|MemoryCards|SecureDigitalCards,1.8258166885593878,,0.5574
Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|Flashes&SelfieLights|SelfieLights,1.2870706183047365,,0.8839
Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|Webcams&VoIPEquipment|Webcams,12.02001772133677,1.0,0.9963
Computers&Accessories|Accessories&Peripherals|LaptopAccessories|CoolingPads,2.5098251093405315,1.0,0.9884
Computers&Accessories|Accessories&Peripherals|LaptopAccessories,1.2856131175512908,-inf,0.9716
Computers&Accessories|Accessories&Peripherals|TabletAccessories|Stands,2.028523171507642,-inf,0.9569
HomeImprovement|Electrical|Adapters&Multi-Outlets,1.2980529500550597,,0.7906
OfficeProducts|OfficePaperProducts|Paper|Copy&PrintingPaper|ColouredPaper,1.2972469781062788,-inf,0.9359
Computers&Accessories|Components|InternalSolidStateDrives,-2.6050001215054532,0.21886595315158264,0.9926333333333334
Electronics|HomeAudio|Speakers|MultimediaSpeakerSystems,1.4190682235306837,,0.8688
Computers&Accessories|NetworkingDevices|DataCards&Dongles,1.219056790732719,-inf,-0.8254
Computers&Accessories|Accessories&Peripherals|LaptopAccessories|LaptopChargers&PowerSupplies,0.05622747231279736,0.010021628847491915,0.30694
Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCSpeakers,1.2927831014193267,1.0,0.97115
Electronics|Cameras&Photography|Accessories|Batteries&Chargers|BatteryChargers,1.8627959295548149,,-0.81
"Computers&Accessories|Accessories&Peripherals|TabletAccessories|Bags,Cases&Sleeves|Cases",1.4210962089237436,0.0,0.90815
"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|StickBallpointPens",-0.4346013548274877,0.718153425792188,0.5763666666666666
Home&Kitchen|CraftMaterials|DrawingMaterials|DrawingMedia|Pencils|WoodenPencils,1.8550914172379116,-inf,0.9294
Computers&Accessories|Components|InternalHardDrives,1.1130370169325026,-inf,0.9837
"Computers&Accessories|Printers,Inks&Accessories|Printers",-4.070383192089093,0.9768643074647717,0.7570666666666667
Home&Kitchen|CraftMaterials|DrawingMaterials|DrawingMedia|Pens,2.0622383011532377,,-0.5688
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|SATACables,1.1452701493609714,,0.9923
Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCHeadsets,1.3720916563487502,,0.7204
Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|GamingKeyboards,-1.0582836683070402,0.1348364637652404,0.9764333333333334
Electronics|HomeAudio|Speakers|SoundbarSpeakers,0.988717774174325,,0.9975
"Electronics|Headphones,Earbuds&Accessories|Earpads",1.3899266020614403,,0.9912
"Computers&Accessories|Printers,Inks&Accessories|Printers|InkjetPrinters",-1.3850568168051307,1.0,0.777
Toys&Games|Arts&Crafts|Drawing&PaintingSupplies|ColouringPens&Markers,1.9302935041251255,,0.9867
Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|Headsets,0.12545295262608283,0.0031080663549927223,0.9866999999999999
Computers&Accessories|ExternalDevices&DataStorage|ExternalSolidStateDrives,1.149482034157329,,0.421
Computers&Accessories|NetworkingDevices|NetworkAdapters|PowerLANAdapters,1.4130857804647092,-inf,0.9919
"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkRefills&Kits",1.1446197144311068,-inf,0.985
"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries",1.127775042096146,,0.9796
Electronics|Cameras&Photography|Accessories|PhotoStudio&Lighting|PhotoBackgroundAccessories|BackgroundSupports,1.3328281481130217,,0.9776
OfficeProducts|OfficeElectronics|Calculators|Financial&Business,1.3363411422730478,-inf,-0.2755
Electronics|PowerAccessories|SurgeProtectors,1.387442940346352,-inf,0.2393
Computers&Accessories|Tablets,0.7808677128290268,,0.9996
HomeImprovement|Electrical|CordManagement,1.5762729254226455,,0.9928
Home&Kitchen|CraftMaterials|PaintingMaterials,1.6828245179102073,,0.9347
"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|TonerCartridges",1.2259071963875974,,0.3716
"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|LiquidInkRollerballPens",-0.758834391537345,1.0,0.9781
"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|FountainPens",1.5649551917371807,,0.9998
Computers&Accessories|Accessories&Peripherals|HardDriveAccessories|Caddies,1.6813957032140197,,0.3206
Computers&Accessories|Laptops|TraditionalLaptops,0.5489285508065717,-inf,0.9144
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,-1.4505901687711806,0.0841659627251885,0.7213368421052632
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",0.348244486782191,0.01008597211350637,0.68976
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",0.8402525327554818,0.09394049603365362,0.756645
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",1.436439475800202,0.17478669862014062,0.856218181818182
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,-0.9720327813434023,0.09308151616640659,0.77057
Home&Kitchen|Kitchen&Dining|KitchenTools|ManualChoppers&Chippers|Choppers,2.36303418494995,,0.9396
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,3.2820190561445908,0.42692319965456726,0.7899700000000001
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,1.4403541377406954,0.2422521028797643,0.8981578947368422
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",-0.020193753770824996,1.8213848758552587e-05,0.808175
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,0.5437346497141861,0.03595142238080118,0.7514074074074074
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",1.479991812243119,0.1341592244434382,0.7672217391304348
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters",0.46654487218807567,1.0,0.0040999999999999925
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,0.6438621219302983,0.02240599981955349,0.9451230769230771
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters",1.0546604009599418,0.10171994652121696,0.60075
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",-1.5508608690085257,0.2311668729192713,0.6178777777777777
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DeepFatFryers|AirFryers,2.9690503846951755,0.5532749799183558,0.98752
Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,0.03898298519784394,0.00028019780698185226,0.6622769230769231
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",-0.6916546387069058,0.10813118749443318,0.7412833333333334
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,2.159262478225777,0.6651458086679217,0.9553666666666666
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|HandheldVacuums",-0.05092792833133131,0.0003774632679955925,0.7567
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,-0.4080598860716943,0.05207742679179883,0.9095636363636362
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,-0.07376964545867715,0.0013331012896217187,0.8926727272727273
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,2.5675506662108956,0.6454289031036244,0.7949250000000001
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales|DigitalScales,5.993430307806076,1.0,0.96465
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,0.42491073919129807,0.025765850528377543,0.6392142857142856
"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",-0.2623965850214347,0.007468181325497758,0.8202818181818181
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|CanisterVacuums",-0.9965365358165466,0.1240060620686213,0.993275
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|PressureWashers,Steam&WindowCleaners",-5.893519861308799,0.6377969919449855,0.9532666666666666
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|HalogenHeaters",-1.885509429542099,1.0,0.01789999999999997
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Pop-upToasters,0.9537511276613543,0.5462377133878982,0.8961333333333332
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|HeatConvectors",-132.83619540363725,1.0,0.98375
"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|CoffeeGrinders|ElectricGrinders",1.1223252554113692,,-0.9396
"Home&Kitchen|Heating,Cooling&AirQuality|Fans|ExhaustFans",-0.7296224573082828,0.7787838452319925,-0.042199999999999994
"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|DripCoffeeMachines",-0.8424660462928691,0.6323590033695778,0.7283600000000001
Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterPurifierAccessories,1.742385993588921,0.495480302912394,0.7712545454545453
Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterCartridges,1.978883244475468,0.6737524438005138,0.7989333333333333
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Rice&PastaCookers,0.3374738117598108,0.0042558306173853255,0.7160799999999999
Car&Motorbike|CarAccessories|InteriorAccessories|AirPurifiers&Ionizers,0.9048425222832835,-inf,0.9761
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|Wet-DryVacuums",-0.19420751253242763,0.019127144862665535,0.9044666666666666
"Home&Kitchen|Heating,Cooling&AirQuality|AirPurifiers|HEPAAirPurifiers",-0.874871714987389,0.42397119137724537,0.9859249999999999
Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,0.20924521371835453,0.010335829072005809,0.7297833333333332
Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBags,1.431055749527128,-inf,0.9728
Home&Kitchen|Kitchen&HomeAppliances|SewingMachines&Accessories|Sewing&EmbroideryMachines,0.7921495673712444,0.6876589843273795,0.50935
Home&Kitchen|HomeStorage&Organization|LaundryOrganization|IroningAccessories|SprayBottles,3.2011575670836794,1.0,0.8931
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandMixers,2.408769634797095,0.6597333293107264,0.9679333333333333
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Mills&Grinders|WetGrinders,-143.88161175260632,1.0,0.77735
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|OvenToasterGrills,0.0571112522336664,1.0,0.97945
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Juicers,-0.08853957810015642,1.0,0.9458500000000001
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances,0.9738519234095727,,0.9684
Health&PersonalCare|HomeMedicalSupplies&Equipment|HealthMonitors|WeighingScales|DigitalBathroomScales,1.2065426069150977,,0.965
"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|EspressoMachines",0.9729279743179895,,0.9989
"Home&Kitchen|Heating,Cooling&AirQuality|Fans|TableFans",-2.5834184669686238,1.0,0.8234
"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|MilkFrothers",1.7365573367278815,0.9256847790550257,0.9847666666666667
"Home&Kitchen|Heating,Cooling&AirQuality|Humidifiers",0.4641630262811736,0.06895356240168482,0.9648333333333333
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SmallApplianceParts&Accessories|StandMixerAccessories,1.3058193628130228,,0.7814
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|RoboticVacuums",1.9173971927098785,1.0,0.99395
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|YogurtMakers,0.9917710783277818,,0.9616
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Juicers|ColdPressJuicers,0.8192435137426307,-inf,0.943
"Home&Kitchen|Heating,Cooling&AirQuality|AirConditioners|Split-SystemAirConditioners",0.7574052780372618,,0.9904
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SmallApplianceParts&Accessories,1.183376278868865,,0.9714
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|WaffleMakers&Irons,6.591346982198895,0.3390174524876406,0.9934
"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|StovetopEspressoPots",0.9976327690457344,-inf,0.9732
"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|CoffeeMakerAccessories|MeasuringSpoons",-1.0236658535057883,0.6883605933745875,0.9343333333333333
"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|CoffeePresses",0.9955119713892786,-inf,0.998
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|RotiMakers,0.7843012879153207,,0.9911
"Home&Kitchen|Heating,Cooling&AirQuality|Parts&Accessories|FanParts&Accessories",1.246990459260814,,0.3252
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|StandMixers,0.7219386774869577,,0.9678
"Home&Kitchen|Heating,Cooling&AirQuality|Fans|PedestalFans",1.1430182551419408,,0.9814
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|VacuumAccessories|VacuumBags|HandheldBags",1.4254525273756105,-inf,0.4404
